;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
1209-14;EDIFICIOS;LAURA PAMELA VASQUEZ GARCIA ASESORIA EN PROYECTOS INMOBILIARIOS E.I.R.L.;ASESORIA LA LIGUA. LICITACION V REGION 2017;28;CASABLANCA;;2013-04-21;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 1.250.000 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 13.298 ; - ; - ; 1.250.000 ; - ; - ; 1.250.000 ; - ; - ; 1.250.000 ; - ; - ; 1.250.000 ; 13.298 ; 13.298 ; 1.236.702 ; 159.574 ; 172.872 ; 1.077.128 ; 159.574 ; 332.446 ; 917.554 ; 159.574 ; 492.020 ; 757.980 
1209-15;MAQUINARIA Y EQUIPOS;INGRAM MICRO CHILE S.A;HPE OFICCE CONNECT 1920S 24G SWITCH;1709674;CASABLANCA;OFICINAS;2013-04-22;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 110.241 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 1.173 ; - ; - ; 110.241 ; - ; - ; 110.241 ; - ; - ; 110.241 ; - ; - ; 110.241 ; 1.173 ; 1.173 ; 109.068 ; 14.073 ; 15.246 ; 94.995 ; 14.073 ; 29.319 ; 80.922 ; 14.073 ; 43.392 ; 66.849 
1209-15;MAQUINARIA Y EQUIPOS;INGRAM MICRO CHILE S.A;HPE OFICCE CONNECT 1920S 24G SWITCH;1709674;CASABLANCA;OFICINAS;2013-04-23;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 110.241 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 1.173 ; - ; - ; 110.241 ; - ; - ; 110.241 ; - ; - ; 110.241 ; - ; - ; 110.241 ; 1.173 ; 1.173 ; 109.068 ; 14.073 ; 15.246 ; 94.995 ; 14.073 ; 29.319 ; 80.922 ; 14.073 ; 43.392 ; 66.849 
1209-15;MAQUINARIA Y EQUIPOS;INGRAM MICRO CHILE S.A;HPE OFICCE CONNECT 1920S 24G 2SFP POE+;1709674;CASABLANCA;OFICINAS;2013-04-24;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 285.011 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 3.032 ; - ; - ; 285.011 ; - ; - ; 285.011 ; - ; - ; 285.011 ; - ; - ; 285.011 ; 3.032 ; 3.032 ; 281.979 ; 36.384 ; 39.416 ; 245.595 ; 36.384 ; 75.800 ; 209.211 ; 36.384 ; 112.184 ; 172.827 
1209-15;MAQUINARIA Y EQUIPOS;Actia;Combined Gas Analyzer;1803039;CASABLANCA;Sin instalacion;2013-04-25;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 2.166.281 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 23.046 ; - ; - ; 2.166.281 ; - ; - ; 2.166.281 ; - ; - ; 2.166.281 ; - ; - ; 2.166.281 ; 23.046 ; 23.046 ; 2.143.235 ; 276.547 ; 299.593 ; 1.866.688 ; 276.547 ; 576.140 ; 1.590.141 ; 276.547 ; 852.687 ; 1.313.594 
1209-15;MAQUINARIA Y EQUIPOS;Actia;Combined Gas Analyzer;1803039;CASABLANCA;Sin instalacion;2013-04-26;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 2.166.281 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 23.046 ; - ; - ; 2.166.281 ; - ; - ; 2.166.281 ; - ; - ; 2.166.281 ; - ; - ; 2.166.281 ; 23.046 ; 23.046 ; 2.143.235 ; 276.547 ; 299.593 ; 1.866.688 ; 276.547 ; 576.140 ; 1.590.141 ; 276.547 ; 852.687 ; 1.313.594 
1209-15;MAQUINARIA Y EQUIPOS;Actia;Combined Gas Analyzer;1803039;CASABLANCA;Sin instalacion;2013-04-27;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 2.166.281 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 23.046 ; - ; - ; 2.166.281 ; - ; - ; 2.166.281 ; - ; - ; 2.166.281 ; - ; - ; 2.166.281 ; 23.046 ; 23.046 ; 2.143.235 ; 276.547 ; 299.593 ; 1.866.688 ; 276.547 ; 576.140 ; 1.590.141 ; 276.547 ; 852.687 ; 1.313.594 
1209-15;MAQUINARIA Y EQUIPOS;Actia;Linea de Inspección LGV Livianos;1803039;CASABLANCA;;2013-04-28;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 15.494.611 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 164.836 ; - ; - ; 15.494.611 ; - ; - ; 15.494.611 ; - ; - ; 15.494.611 ; - ; - ; 15.494.611 ; 164.836 ; 164.836 ; 15.329.775 ; 1.978.035 ; 2.142.871 ; 13.351.740 ; 1.978.035 ; 4.120.906 ; 11.373.705 ; 1.978.035 ; 6.098.941 ; 9.395.670 
1209-15;MAQUINARIA Y EQUIPOS;Actia;Linea de Inspección HGV Pesados;1803039;CASABLANCA;;2013-04-29;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 25.029.413 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 266.270 ; - ; - ; 25.029.413 ; - ; - ; 25.029.413 ; - ; - ; 25.029.413 ; - ; - ; 25.029.413 ; 266.270 ; 266.270 ; 24.763.143 ; 3.195.244 ; 3.461.514 ; 21.567.899 ; 3.195.244 ; 6.656.758 ; 18.372.655 ; 3.195.244 ; 9.852.002 ; 15.177.411 
1209-15;MAQUINARIA Y EQUIPOS;ND;ARRIENDO;;CASABLANCA;;2013-04-30;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 1.873.083 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 19.926 ; - ; - ; 1.873.083 ; - ; - ; 1.873.083 ; - ; - ; 1.873.083 ; - ; - ; 1.873.083 ; 19.926 ; 19.926 ; 1.853.157 ; 239.117 ; 259.043 ; 1.614.040 ; 239.117 ; 498.160 ; 1.374.923 ; 239.117 ; 737.277 ; 1.135.806 
1209-15;MAQUINARIA Y EQUIPOS;ND;ARRIENDO;;CASABLANCA;;2013-05-01;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 1.873.083 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 19.926 ; - ; - ; 1.873.083 ; - ; - ; 1.873.083 ; - ; - ; 1.873.083 ; - ; - ; 1.873.083 ; 19.926 ; 19.926 ; 1.853.157 ; 239.117 ; 259.043 ; 1.614.040 ; 239.117 ; 498.160 ; 1.374.923 ; 239.117 ; 737.277 ; 1.135.806 
1209-15;MAQUINARIA Y EQUIPOS;Actia Muller;BANCO DE PRUEBAS (FRENOS);3840098423-6;CASABLANCA;;2013-05-02;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 25.075.977 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 266.766 ; - ; - ; 25.075.977 ; - ; - ; 25.075.977 ; - ; - ; 25.075.977 ; - ; - ; 25.075.977 ; 266.766 ; 266.766 ; 24.809.211 ; 3.201.189 ; 3.467.955 ; 21.608.022 ; 3.201.189 ; 6.669.144 ; 18.406.833 ; 3.201.189 ; 9.870.333 ; 15.205.644 
1209-15;MAQUINARIA Y EQUIPOS;ND;ARRIENDO;;CASABLANCA;;2013-05-03;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 1.873.083 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 19.926 ; - ; - ; 1.873.083 ; - ; - ; 1.873.083 ; - ; - ; 1.873.083 ; - ; - ; 1.873.083 ; 19.926 ; 19.926 ; 1.853.157 ; 239.117 ; 259.043 ; 1.614.040 ; 239.117 ; 498.160 ; 1.374.923 ; 239.117 ; 737.277 ; 1.135.806 
1209-15;MAQUINARIA Y EQUIPOS;ROIAN STORE;ANEMOMETRO PROF.KITESURF;10384;CASABLANCA;OPERATIVA;2013-05-04;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 27.302 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 290 ; - ; - ; 27.302 ; - ; - ; 27.302 ; - ; - ; 27.302 ; - ; - ; 27.302 ; 290 ; 290 ; 27.012 ; 3.485 ; 3.775 ; 23.527 ; 3.485 ; 7.260 ; 20.042 ; 3.485 ; 10.745 ; 16.557 
1209-15;MAQUINARIA Y EQUIPOS;ROIAN STORE;ANEMOMETRO PROF.KITESURF;10384;CASABLANCA;OPERATIVA;2013-05-05;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 27.302 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 290 ; - ; - ; 27.302 ; - ; - ; 27.302 ; - ; - ; 27.302 ; - ; - ; 27.302 ; 290 ; 290 ; 27.012 ; 3.485 ; 3.775 ; 23.527 ; 3.485 ; 7.260 ; 20.042 ; 3.485 ; 10.745 ; 16.557 
1209-15;MAQUINARIA Y EQUIPOS;ROIAN STORE;ANEMOMETRO PROF.KITESURF;10384;CASABLANCA;OPERATIVA;2013-05-06;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 27.302 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 290 ; - ; - ; 27.302 ; - ; - ; 27.302 ; - ; - ; 27.302 ; - ; - ; 27.302 ; 290 ; 290 ; 27.012 ; 3.485 ; 3.775 ; 23.527 ; 3.485 ; 7.260 ; 20.042 ; 3.485 ; 10.745 ; 16.557 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-07;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-08;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-09;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-10;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-11;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-12;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-13;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-14;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-15;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-16;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-17;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-18;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
1209-15;MAQUINARIA Y EQUIPOS;KANAL TRANSFER;LECTOR DE HUELLA DIGITAL;1000000466;CASABLANCA;OPERATIVA;2013-05-19;2013;2017-09-01;2025-09-01; 96 ;2019-05-01;2019-11-01;2019; - ; - ;si;2019;2019-11-01;2027-09-01; 38.441 ; 94 ; 57 ; - ; - ; - ; - ; 1 ; 12 ; 12 ; 12 ; - ; 409 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; - ; - ; 38.441 ; 409 ; 409 ; 38.032 ; 4.907 ; 5.316 ; 33.125 ; 4.907 ; 10.223 ; 28.218 ; 4.907 ; 15.130 ; 23.311 
